text	label
这不是用手机拍的吧？	0
哈哈哈吃的津津有味呢！	0
小舌头好可爱啊	0
大自然才是真正的美学大师	0
转发微博	0
大自然才是天然水彩笔	0
这得是什么烂大学啊～	0
或许明年更差呢。。。	0
对很多人来说延毕一年就是多啃父母一年吧	0
这个不算卷！国货护肤品才叫真卷！协和的产品名，标婷的包装瓶！有懂的嘛…	0
这不就跟nba球队摆烂为了状元签一个道理吗 哈哈哈哈哈哈	0
作为孩子正在上小学的父母，哎，费劲巴拉的买学区房，报辅导班，现在也想明白了，出来不还是这样么。。。。	0
现在的大学生天天都研究些什么乱七八糟的	0
今年毕业的现在赶紧去占个工作岗位，最近这30年毕业的大学生大约1亿人现在都在工作呢，在校大学生人数还有4000多万，越等人越多，工作岗位就那几个。	0
要不犯个罪，稳定包吃住学技术走时还能发点钱	0
这截图我一小时能编10张	0
无奇不有	0
这个大学和学生都不靠谱，2022年就业行情不好，明年后年就能好起来嘛？想多了吧	0
摆烂也卷	0
明年可能更……	0
现在什么不卷啊？这是什么社会风气造成的？各行各业都在卷，时刻都在卷，各种形式的卷	0
明年：门卫、环卫、建筑工地都人满为患了	0
@-有话好好说-	0
不知道的还以为你们延毕一年也能参加文班亚马杯呢	0
额😓这也行啊？	0
挂四科还能参加毕业答辩，这也叫内卷……	0
@梁湘	0
都给孩子们逼成啥样了	0
让我们卷起来	0
闻所未闻	0
@祁宏啊	0
延毕干嘛，毕业了回家待一年备考不也行吗	0
无语😒	0
加油	0
这都什么人啊	0
鸟大了什么林子都有	0
这也太	0
这位同学低估了形势，哈哈哈	0
国家也穷 保不准今后公务员也是聘用制 ，在编也可以转合同制，也就一纸发文的事情	0
哈哈哈，真没法儿弄	0
对于这两年疫情来说这是个招，经济不景气，各个公司都裁员，甚至倒闭	0
兴许另一个人是真的不灵	0
本科也敢延毕，出来找工作等着被HR质疑和吊打吧	0
延毕一年，公考面试也没有优势的。何况考试不是你想考就能录取的。	0
都卷成这样了	0
当年我就一科开卷没及格 就延了	0
甲A末年输球进中超	0
段子	0
就业有指标	0
真的假的？	0
这怎么可能，一般的大学，如果挂科四门是没有学位证的，你爱怎么延毕怎么延毕，反正不给你学位证	0
你确定公务员考试要挂科延毕的学生吗？	0
这卷得太快，我有点儿跟不上节奏了~~~	0
我们学校挂7科直接退学	0
立刻扒了辅导员裤子，延毕成功	0
今年延了，明年就能上岸？卷傻了吧	0
挂科延毕，那不是更难找工作了吗？	0
侧面说明经济差就业难	0
这么懒，还考公务员	0
@我闫哉 ？	0
考公这个出路挺真实的，谁不想这辈子过的像大学一样无忧无虑……	0
确实太难了，据说三里屯太古里周末都没什么人了	0
不正常的现象会层出不穷的	0
之前听说政法大学有三分之一的研究生都选择自主延毕为了应对考公压力	0
@Moonpiie·	0
@大舟小禾 笑死	0
今年是最好的一年，以后更困难的，今年找不到明年更别指望了	0
@猩红的葵索索	0
不找工作故意延毕不就是在啃老一年	0
@小熊克克马	0
继续做核酸	0
公务员考试不用毕业证吗？	0
挥霍时间才最可悲	0
@Dan的狮子 啊这	0
有不及格还能参加公考吗？	0
这么大的孩子，没病没灾的，让个屁座啊	0
我在地铁里，凡是看上去走着进车厢的小孩一概不让座。	1
首先，孩子本就需要引导与教育，这种行为99%错在家长不作为。其次，现场没有勇气去劝阻，发在微博上靠大家口嗨也没用。	0
所以为什么要让座	0
能站立的小孩比我都健康 活蹦乱跳的。我才不会让座他们	0
中国式老人带孩子现状：骂不得，说不得，打不得。	0
给猴儿让座	0
怀抱的让，这种	0
白瞎了一片好心	0
这么大的我是不会让的，一般只让走起来还不稳的那种。	0
让座是人家的教养怎么坐是小孩儿他们家的德行	0
就多余给让	0
想起上次地铁里一个四五岁小孩乱踢，还踢了我一脚，他爸爸在旁边一声不吭完全不管，然后我弯腰问孩子“应该跟阿姨说什么？”小孩扭捏半天还是说了“对不起”，我也夸了小孩。还有一次小女孩踩了椅子，她妈妈说给我擦干净，孩子也老老实实擦了。怎么说呢，小孩其实啥都懂。只有懒得教育，没有教育不好。	0
家教缺失	0
想起我之前的让座经历了上来一个孕妇和她老公，我起身让孕妇坐，就站在一边，过了五六站，孕妇跟她老公说：你站累了吧，来坐一会	0
臭老坦儿	0
发到微博网友更管不了	0
再过一百年这种也死不绝	0
这么大了……我不让	0
孩子出门穿什么，体现了娘的手艺；孩子出门做什么，体现了爹的教养。	0
我每次带孩子坐地铁，有人给让座我都会感谢并且说真不用让座，让他站会儿就行。因为地铁不存在急刹车啥的，很安全。这种就特么很无语。。	0
七岁八岁讨狗嫌的年纪，都经历过	0
看不惯就上前制止，要么就不看。。指望整个世界的人素质都和你一样，是不现实的。。拍个视频投给大v让网络去批判也确实不值得。	0
相信我，家长管不了。但凡能管得住孩子的家长都不会出现这种熊孩子	0
这个难怪在国外他们觉得日本人更有礼貌，唉	1
多余给他让座！	0
能站着的未成年，从来不让座谁让座谁傻	0
白瞎人家一片好心	0
送去猴山吧	0
@limac_	0
您好，感谢您提供的宝贵信息，反馈内容此前已收到，我们已经反馈负责部门知悉关注。同时，我们也呼吁大家文明乘车，共同维护良好的乘车秩序，发现不文明行为可及时告知工作人员或拨打客服热线010-96123反馈，我们会及时跟进处理，感谢您的关注。	0
也当着我不怎么坐公交地铁，但凡我坐车的时候，只要是小孩儿，不管多大，我都不给让座，哪怕怀抱着的也不让，中国小孩儿已经够娇生惯养的了，再连坐个车还得让大人给他们让座，这国家还有指望么？老人的话看情况，早晚高峰不让，平峰的时候也是看岁数让，看着不到65的都不让。	0
先反省自己，别做这家长，别教出这样的娃	0
让座是教养，怎么座是小孩家的德行	0
擦 给丫扔下去 跟着车跑！	0
老幼病残专座，空着我也不坐。普通的座位，谁来了我也不让。	0
我上次碰见的是个小姑娘，还穿着短裙，吊一会儿内裤就不舒服了，然后停下来揪内裤，目测10岁11岁，我都懵了	0
告诉他这是地铁，不是猴山	1
真xx沙博艺	0
散德行，想给他一脚～	0
真正的奥特曼是不会这样的	0
给小孩儿让个毛座啊	0
家长呢	0
那么大了不用让，都养废了	0
家教出了问题	0
熊孩子特辑又加了一个	0
家长觉得孩子好动是天性，不需要管	0
这娃都这么大了，其实没有必要让座	0
长大一定会变成光	0
他不配穿迪迦的衣服	0
妈的昨天还在地铁里被这样皮的小孩给踩了一脚	0
进化失败是这样的	0
這麼大孩子	0
捡来的孩子总是格外放纵	0
除了腿脚明显看着不行的，都不让座了，尤其小孩和一听有优惠比我跑的还快的老人	0
这才是一家人	0
这也算4号线高峰？	0
其实这么大的小孩根本不想坐。。。。见过好几次年轻人给孩子让座之后，孩子一直想站起来，家长按着不让动的。。。。	0
这种人在车厢里不怕丢人吗？	1
大小伙子了	0
这种家长甚至会因为孩子的活泼觉得自豪 骄傲	0
家长的钥匙扣有年代了	0
真想一脚踹飞	0
熊孩子 大人惯	0
配种门槛太低 什么牛马都能搞繁殖	0
上幼儿园后不让座，站着容易长大	0
一看就是个地道的小百京啊	1
座位毕竟是人坐的，他们不懂！	0
我是不会给这么大孩子让座的，应该他给我让座。他比我结实多了。	0
欠揍	0
这一代大多素质不会太高	0
让座的你没毛病，给你点赞👍，再说这孩子，老话儿说得好，子不教父之过。         通过这个事儿，你就发现，现在的父母从小对孩子，宠的上天了。有多少家庭，孩子只有一个，自私自利，在家里家外都是独享，他从小就认为，你生我就得养我，家里所有的都是他说了算，还不如以前农村的教育	0
@每每自闭 我靠四号线的早高峰，有座都是拿命抢的，我真的会生气	0
为什么给孩子让座啊？又不是老人～孩子累大人累啊？孩子就站会儿呗	0
您这猴儿，哪儿买哒？	0
摔骨折了吗？	0
回复@两条鱼子酱:杀	0
我超级烦让座后连声谢谢也不说的	0
回复@宥泽天下:就是，我还是我爸妈的宝呢，每天上下班够累了，同样手脚健全，凭啥他站不得	0
回复@思考的王小呆:就是营养过剩的熊孩子，都学会道德绑架了，坐车攒体力是吧	0
回复@只爱不迷:除了孕妇，其他一律不让！地铁就那么一个半个小时的，累不死！我们小区楼下的孩子一跑起来整个下午滋哇乱叫，那体力，我这周末下楼都得喘得真比不了	0
回复@思考的王小呆:简直太对了我以前也以为尊老爱幼就一定要给孩子让座	0
坏人不分老幼	0
孩子有痔疮	0
我这年龄的时候  坐公交车我妈都让我给老人让座的...	0
给孩子让座的，都是脑子不够用的善良人儿	0
其实家长的错	0
我们北京人都沾PM2.5	1
这种就是博流量的，不搭理最好的方式	0
内蒙古有一个因为吃饺子不蘸酱油被抓进去的	1
不是，我连醋都不蘸，醋会盖住饺子馅儿原本的味道！	0
明显黑	0
我儿们儿北儿京儿人儿吃儿啥儿都儿蘸儿芝儿麻儿酱儿	1
对陕西的误解这么多吗？没听说过馍夹饺子	1
我不爱吃饺子	0
就这拍视频的胡来么不是	0
为了博眼球都魔怔了	0
胡说八道	0
真能扯	0
不是沾豆汁儿嘛	0
北京沾麻酱？？！！咋不说姆们泡豆汁吃呢…我这么大就没见过沾麻酱的，老一辈也没有	0
龙门米醋	0
香油辣椒油蒜泥一丢丢酱油。	0
我们醋➕蒜泥➕辣椒油	0
北京陕西醉了！	1
我們北京都是就着卤煮蘸着豆汁儿吃	0
我都是蘸臭豆腐吃	1
我媳妇儿一般说：先来俩原味的（不沾醋）然后再沾醋	0
四川人吃饺子吗？陕西有饺子荚膜吗？	1
瓦们百京人吃饺子都蘸豆汁儿裹炒肝儿吃	1
真地道	1
北京蘸麻酱？	1
我觉得人家没有恶意，就是夸张搞笑的在表示各地人的喜好，咱北京人就是挺喜欢吃芝麻酱的，陕西的都给夹馍里了......这不明显是幽默嘛，这都能激起气愤来	1
蘸三西老陈醋是正宗的！	0
？	0
解决了基本温饱问题，人们就开始寻求精神层面的刺激，中国人给它起了一个名字，叫“吃饱了撑的”	0
沾麻将不是北京的吃法	0
啥？	0
粗、蒜汁儿	0
少醋多香油，吃芹菜或者白菜馅儿的喜欢就蒜	0
2AC	0
我蘸香油蒜泥	0
醋，生抽（偶尔也加蚝油），香油再配大蒜，再加点儿辣椒油。之前家里只放醋，后来我同学这么吃，我跟同学那里学的，我家里现在都这么吃了	0
反正我没见周围的北京人这么吃的	1
煎饼卷水饺加大葱就着蒜	0
北京基本也是饺子蘸醋…	1
奖励吃一个月饺子蘸麻酱	0
扯淡	0
谁蘸麻酱………也蘸醋啊好不好	0
呵呵	0
哈哈学到了，我蘸点麻酱试试	0
我们北京煮饺子都用豆汁，捞出来放在卤煮里，占芝麻酱，韭菜花，酱豆腐，蒜汁，在过油炸	0
嘿！您猜怎么招？	0
嘿，那叫一个地道	0
戏谑一下北京人爱吃麻酱呗，	1
不应该是放点蒜泥，放点辣椒油，再来点醋吗	0
陕西有种美食叫做——酸汤水饺，不是饺子夹馍，也没有饺子夹馍	1
站着吃，沾都不沾	0
其实饺子蘸麻酱真挺好吃的	1
不知道视频是谁做的，送四个字：纯属扯淡	0
沾芥末油	0
我们那儿一般让羊喂我吃	0
胡说八道	0
我爱吃饺子 也爱吃麻酱 但2in1 都省了	0
反正我这三十多年是没蘸过麻酱，我爸妈这五十多年也没蘸过........	0
我姐姐从小就麻酱拌醋吃饺子，味道很特别	0
芝麻酱我们可不认	0
醋加辣椒	0
蘸醋在来几滴辣椒油	0
山东人，饺子里面包硬币	0
拍这种视频的就是为了博眼球的纯撒杯！	0
扯淡	0
在北京吃肯德基，麦当劳都不给番茄酱，给麻酱	0
泡豆汁里	0
哈哈哈哈	0
我们都夹口罩里	0
是是是，我们北京喝茉莉花茶都得放麻酱行了吧！	0
北京人谁吃饺子蘸芝麻酱了	1
明显就一个恶搞视频，这么玻璃心？？	0
直接吃	0
北京都是放地道里吃	1
不是东北沾麻将吗？	0
哈哈哈，都夸张哈，蘸太多料	0
发视频这位估计吃饺子沾翔	0
蘸麻酱我肯定是一个假北京人	1
这不是扯淡吗？陕西人放馍里吃？	1
山东蘸蒜泥加醋加香油，超好吃	0
我以为全国都蘸醋	0
原味最好	0
醋  腊八醋更好	0
就着炸酱面？	0
在座的都有责任	0
对！饺子蘸芝麻酱真是盖了帽了我的老北鼻	0
蘸任何东西都失去了饺子的原味，我啥也不蘸	0
除了中秋节，所有节都吃饺子	0
必须面馅的。	0
我们家是 酱油+醋+香油+辣椒油	0
胡沁	0
扯淡，北京也是蘸醋和酱油	1
蘸大逼斗吃	0
很正常吧，涮火锅有火锅饺，肯定得蘸麻酱，这个✧(๑•̀ㅁ•́ฅ早就有了，没什么稀奇的	0
这是哪个怯出儿	0
扯淡。。。	0
福建蘸番茄酱or甜辣酱	1
这是个别人的吃法吧，不普遍	1
绝对不是	0
蘸卤煮	0
下回试试	0
这谁拍的，见识有点儿浅啊！	0
虾扯蛋	1
首都蘸麻酱，北京也沾醋	1
不是叫芝麻酱吗？	0
哈哈，坐标北京：醋+糖+麻酱	0
这不胡说吗	0
只喜欢蘸醋和大蒜泥	0
没见过	0
纯粹是脱了裤子放屁！	0
这种视频全看UP主见识怎么样了	0
火锅饺差不多	0
地道	1
北京人儿挺会吃啊	1
我们北京人都沾酒精消毒了在吃（我开玩笑呢，别当真，我也北京的，我不沾麻酱沾醋）	1
在北京待了五六年还真没见过这样的	0
蘸它奶奶攥儿。。。	0
加一个，印度，捣成糊糊吃	0
照这么说新疆吃饺子得蘸孜然了？	0
我是那个喝醋的	0
阿拉辈静任，吃饺子儿，窦沾那个绿不拉几地臭豆腐	0
在北京吃饺子都是三合油（金狮酱油+龙门醋+香油）。	1
作为出生在北京，成长在北京的人来说，我吃饺子真不蘸麻酱	1
您还别说，这味道，嘿，那叫特么一地道	0
扯淡！	0
上海有冷馄饨蘸芝麻酱的	0
北京是美食荒漠。吃不上饺子。只能吃沙子。	1
想怎么吃，就怎么吃，以人为本。	0
对对对，我上辈子就是这么噎死的	0
神马玩意，饮食文化还能这么篡改啊，搞的其他地方朋友都被误导了	1
真能胡说八道	0
山西人吃饺子只蘸醋不喝醋	0
@C_A_E_S_A_R	0
回复@小A爱动漫:我只喜欢吃煎剩饺子	0
回复@饭饭有菜也有汤:煎饺子呢	0
回复@RationSun:这个词有些年没听过了您是外蒙来的吧	0
我们北京人吃饺子蘸芝麻酱 你看见了  胡诌	1
回复@Fitz-EF:就是我先知道但没说，然后经年就有不停的人说	0
回复@Fitz-EF:哈哈哈哈，要不按视频说的，搁点儿麻酱？	0
回复@Fitz-EF:那我去内蒙吃饺子烧麦会不会也被抓？因为我不喜欢生酱油味儿，所以吃什么我都不蘸酱油	1
北京都是沾酱油吃 没那么多乱七八糟的	1
麻酱蒜泥。前无古人 后无来者的绝配。	0
只播到第56个问题	0
好看	0
@七七要努力闪闪发光	0
笑起来好看。有些问题确实比较rude	0
收藏	0
码上	0
猛一看还以为谷爱凌呢	0
学英语的入门，简单的一百个问题。这视频相当好！	0
不笑不说话。好看。	1
@我的印象笔记	0
@叛逆O变乖188 闭眼听听力	0
王府井现在那叫一个萧条啊 首都的城市中心购物街都没人了 可想而知其他城区的经济环境是什么样的	1
曾经给我在同济大学的女朋友买了很多专业的书……现在她是别人的老婆，和母亲……操行人生	0
好像是改造，不是关门。	0
不是改造升级吗，一改造不知道能多少经费哦	0
不盈利任何店铺都会倒闭的，这是市场规律	0
新华书店也是鼎盛一时啊，前阵子我去看，主要都是卖小学生训练册了	0
现在只有监测点盈利	0
现在网购的书比书店的书便宜多了，很少在书店买书了，有时候就是去书店，也是看看，然后直接网购。	0
说是转型啊，以后应该还是书店，但不会是现在各种纯粹书架了。可能会是那种卖书＋卖咖啡点心＋伴手礼的网红书店的样子吧？反正只要能让实体书店继续活下去就行。。。	0
在某些国家，线上销售的价格是不允许低于线下价格的，是对本国的实体经济的保护。	0
96年买过一台爱华的单放机	0
淘汰了一个行业，出版业，报社，纸质书，以后都被网络和电子书替代了	0
@大蒜皮儿	0
啊，原来在那买过好多磁带	0
很久没去过实体书店买书了，都在网上买，还得是做活动的时候，更便宜.	0
太可惜了 小时候时不时就会被爸妈带去这里逛逛，满满的回忆	0
当年想买盘英文流行歌曲磁带或者CD首选就是这儿	0
升级改造，不是关门	0
@Uni晗	0
@周格格今年是酷盖耶啵的小仙女	0
说不出的难过	0
原来老去	0
以前常去	0
@一个比较厉害的普通人	0
一声叹息	0
唉	0
周末我去看看	0
@莅莅莅莅莅	0
啊。。。太可惜了 大学的时候总去。。。	0
哈？！！外文书店也要关了？？？	0
@八佰鲤狸	0
关店改造！	0
实体书店北京市一直给不少补贴。	1
小时候暑假的图书馆	0
？？？	0
博主说啥时候关了吗？我没在京不知道还有没有可能去逛最后一次	0
改造吧	0
啊啊啊实体书店确实难	0
不是关门是改造，因为楼太老旧已经是危楼了，不得不关门	0
没什么用，只去过一次，96年好像买了本买了本牛津英英。	0
很多很多年前老去买英文磁带和CD……	0
千万别转型成网红书店就行	0
@榴莲冻着吃 现在好多新华书店都没了	0
现在王府井基本没人逛吧	1
企鹅出版的书 还能买吗	0
@tenderALWAYS	0
是那个好几层楼的书店吗？谁能告诉我一下	0
有点儿伤感。不过时代发展，一切都有结束吧	0
初中的时候，和小伙伴一起从东四十条骑车到外文书店买《新概念2》，这一晃，都快30年了。	0
人家是重新盖楼，最近全场4折	0
这几年实体行业经济影响大，确实不易。	0
九十年代上学时经常去它家买影印版的外文书（感觉是盗版的）😂	0
啥？！ 当初我的英文版专业书基本都是从这里淘换的	0
有人知道现在还打折营业么	0
19年回北京时候去的，可能等不到我下一次回去了，唉:-(	0
我得有15年没去过王府井了	0
十一的时候王府井人可多了，让我感觉好像回到疫情前！	1
好难过啊，每次去王府井必去的地方…在那里买了好多书呢	0
买过英英字典	0
些许难过	0
aaa啊啊啊？不是吧不是吧、我去过一趟北京就在那买过书，怎么要倒闭了	0
当年没少从书店里面淘换进口的CD	0
那些回忆都消失了……	0
不知道為什麼一座古老的城卻留不住陪伴他的一切	0
好家伙，童年高级书的记忆	0
装修，不是关门	0
一个没有书店没有图书馆阅览室的城市真是悲哀	0
想当年在那里买过CD和磁带	0
我们买还不行吗	0
高中总跟那里买外文专辑，偶尔看看外文书。	0
唉，小时候总去，西单外文书店没有了，王府井外文书店也没了，爸妈的工作单位......	0
就这么没了	0
我妈单位	0
好喜欢这个地方的	1
青春的记忆 伴随了我整个高三 大学时代 工作后也经常来这里	0
又要改成咖啡馆？	0
@Viktorfly	0
啥？里面还有卖漫画的？	0
互联网摧毁一切	0
这么突然么？这是做啥？	0
差不多，好像前几个月就开始甩卖图书了	0
那我以后上哪买外国磁带呀？！	0
@奀奀小能根儿	0
@AlvinMcLsy	0
@素的小炖肉	0
小时候从中关村骑车去 现在确实很多年没去过了	0
要哭了	0
都关了吧	0
记忆	0
说是升级改造，两年后再开	0
王府井还要改造升级？	0
不能吧？	0
我第一张黑胶就是这里买的	0
是不是有折扣	0
实体书店活不下去很正常	0
小学参加夏令营，北京看完升国旗接下来就是王府井，那时候一窝蜂就跑来这里看漫画书	0
上大学时常来淘原版小说，英美文学作品极多，还有各种原版古典唱片。周末从中关村坐公交到这里，流连半天时间，每次买两本书带回学校读，一直把这里当作英语阅读的圣地。时光流转，真要与这个圣地告别了......	0
这是一个城市的精神文明呀	1
@Sone_whq	0
“我最爱去的书店 她也没撑过这个夏天”	0
上周刚去买了两本	0
03年第一次去北京的时候就去过这家书店	0
上次去了趟团结湖那边的批发市场，图书这行当是真惨淡啊	0
。。。内部人士告知你们不是关账，是重新装修	0
升级改造，这哪里叫关？	0
所以打折吗	0
不关门，就白白做公益。店里找书，当当下单。每天赔水电费	0
十一去的时候好像就一层的区域四折	0
@宝藏青青年	1
@Gingervveijia	0
十一的时候大蜜拉我去了，基本上能买的很少了，都被买的差不多了。我们就去买了几本绝版书。价格相当于没出国在当地原价买了一本书。顺便找下回忆——那里的楼梯间	0
我是，我在北京，但是不知道联系方式	1
大家好，我是孩子的父亲，如果大家是或者认识A型阴性血的，可以联系我，万分感激🙏🏻	0
今天非常感激大家的无私帮助，不管是给予我支持的志愿者，还是为我支招想办法的网友，谢谢大家，通过微博我已经联系到了四位同血型且愿意帮助我的志愿者，然后我也通过中希网联系到了两位志愿者，真的很感动也感谢大家，我代替两个孩子还有孩子妈妈，对广大关心和帮助我的好心人们，说一声感谢🙏🏻	0
您好，我是A熊猫血，我在北京	0
这是医院的证明	0
我是A熊猫血 我在北京 我也是个双胞胎的妈妈 很理解这种心情，如果需要可以联系我	0
我只知道我是A型，不知道是不是阴型，这咋知道啊？	0
转发求助 女婴需要A型熊猫血	0
还是要加上联络方式才方便啊	0
帮转。	0
我是！就在北京。	1
我只知道其实A不知道是不是阴型	0
帮转！希望孩子平安🙏🙏🙏	0
帮转	0
我是rh阴性o型 能用吗	0
这真是…度过难关吧，帮不上忙	0
我是O型。	0
这么紧急，你发求助帖为啥不留联系方式？	0
帮转	0
帮转	0
帮转，另外目前国内是不是有专门的熊猫血库和相关的组织啊？	0
你好 还需要熊猫血吗	0
好人有好报	0
🙏🙏🙏	0
O型帮不上，转一下！	0
转发	0
我记得阴性血有互助群，我姑姑就是	0
我有个稀有血型爱心之家	0
帮转	0
🙏🙏🙏	0
等一个好消息	0
🙏🙏🙏	0
这么小的孩子，遭罪啊	0
帮转 虽然我都不知道我自己是什么血型	0
转发微博	0
帮转	0
🙏🙏🙏	0
找我们组织	0
帮转下，早产双胞胎婴儿，需要输熊猫血	0
A-  上海	1
转！	0
帮转	0
人在成都啊。	1
@北京稀有血型永和救援 老师帮忙看下	0
我是，但我在江苏	0
转发微博	0
直接跟献血中心联系，中心有熊猫血互助群。	0
转	0
天呐 熊猫血	0
回复@大富贵_Sunny:	0
怎么样了现在	0
回复@我妈让我记得喝水:会的，谢谢您🙏🏻	0
回复@乔不懂a:要平平安安啊！	0
回复@没过半的_情儿:真棒	0
回复@大富贵_Sunny:真棒，你	0
O型帮不上忙，帮转	0
回复@骨瘦如柴张小胖:嗯嗯，借您吉言，我们孩子也会好起来的，谢谢您🙏🏻	0
回复@乔不懂a:祝平安，我大女儿也是早产，一斤多一点出来的，相信医学相信医生，她们会平安没事的。	0
愿评论区提供帮助的人都一生平安	0
看见大家的评论我的眼泪都出来了我是O型血，很遗憾不能帮助你。希望大人孩子身体健康。	0
回复@大富贵_Sunny:祝好	0
回复@大概就是咸鱼的咸:最好是在北京，这会儿进京麻烦，目前我已经找到几位符合血型的爱心人士，也很感激您的关心，如果后续我这边情况不好，我再联系您，万分感激🙏🏻	0
回复@乔不懂a:您好我在杭州 a型熊猫血 可以吗	0
杭州可以吗	0
回复@莹莹酱不吃鱼:谢谢您🙏🏻	0
回复@乔不懂a:希望宝宝平安	0
好人一生平安	0
转发微博	0
回复@胡小牛_Mener:好的，感谢	1
电梯里抽烟的早死早超生	0
抓他个满脸花	0
派出所：互殴。	0
人肉下	0
电梯禁止吸烟	0
电梯里抽烟，活该被打。	0
最烦电梯里抽烟	0
明明男士先动手的吧，难道我看错了，这不是自卫么	0
电梯里抽烟的真的有一个死一个！	0
这他妈不入刑，天理难容。	0
这估计大概率和稀泥调解了 红豆泥斯密马赛	0
大姐往死里打，打的好	0
为什么只用手 而不给丫下边来一腿	0
我已经代入那个女的使劲挠他了，再来个撩阴腿	0
女的手指甲抓人可厉害了	0
垃圾人分类管理	0
女的已经很厉害了，但是胳膊还是短了点，不然碾压这男的	0
毒瘾犯了吗非电梯里抽烟？一点起子没有，就应该全楼一起抽他，你让全楼吸二手烟打你是应该的，反正法不责众	0
建议全国通报	0
还以为会是尴尬的来一段武术那种摆拍呢原来是真打架	0
头发短的就揪耳朵	0
这个扒一下工作单位吧	0
没公德还先动手，作	0
没刑拘+赔钱么，大姐可以告到他破产啊	0
不戴口罩	0
电梯里抽烟！SB！	0
这女同志真棒👍	0
男的先动手	0
在电梯里抽烟的垃圾，我会往死里打	0
抓到没有？	0
欠揍	0
怎么才能有效整治这些抽烟鬼！！餐厅 公园 车站 抽烟的比比皆是！！	0
哈哈哈哈，笑死	0
给打跑了哈哈哈哈哈，这男的丢人丢到老家去了	0
这男的欠抽	0
吸烟有害健康的广告出来了	0
抽他	0
@w想喝奶茶了 这个太好笑了哈哈哈哈	0
